,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Number
-1.73,3.67,49.34,48.15,-3.66,-10.91,49.51,10.52,66.06,-31.91,74.11,2.65,394.33,380.84,385.34,1,15,2
6.01,2.76,47.97,48.25,-2.78,-3.05,48.43,68.1,52.6,-20.94,88.55,3.57,243.27,372.73,329.58,1,15,2
19.63,0.05,44.21,47.09,-0.11,11.05,48.37,143.81,12.07,-34.84,148.46,3.06,239.25,452.75,381.58,1,15,2
15.39,0.65,48.69,50.71,-0.7,6.03,51.07,123.89,-9.45,-17.91,125.54,0.92,389.99,585.22,520.14,1,15,2
12.81,1.78,49.2,50.72,-1.82,3.41,50.87,124.05,12.49,-15.65,125.65,0.9,393.13,509.75,470.88,1,15,2
10.81,2.07,49.02,50.18,-2.11,1.47,50.24,95.35,17.59,-14.52,98.04,0.8,534.06,657.27,616.2,1,15,2
9.96,2.12,48.94,49.93,-2.16,0.65,49.98,68.88,15.34,-9.56,71.21,0.83,534.73,672.09,626.3,1,15,2
9.27,2.12,48.99,49.86,-2.15,-0.03,49.91,60.6,13.57,-10.05,62.91,0.92,489.74,631.17,584.03,1,15,2
9.08,1.69,48.92,49.75,-1.71,-0.21,49.78,59.83,6.69,-17.21,62.62,0.86,541.53,687.75,639.01,1,15,2
8.95,1.24,48.74,49.56,-1.26,-0.3,49.57,52.89,-8.57,-13.92,55.36,0.85,535.25,659.38,618,1,15,0
8.88,1.15,48.79,49.59,-1.18,-0.37,49.61,51.32,-9.39,-10.27,53.17,0.59,777.68,928.96,878.53,1,15,0
8.94,1.02,48.7,49.51,-1.04,-0.3,49.53,53.08,-17.46,2.28,55.92,0.34,1509.6,1911.51,1777.54,1,15,0
8.65,1.22,48.79,49.55,-1.24,-0.6,49.56,40.4,-16.68,0.51,43.71,0.25,1833.96,2346.57,2175.7,1,15,2
8.56,1.05,48.66,49.4,-1.07,-0.66,49.42,32.04,-9.51,-11.39,35.31,0.24,2042.18,2527.21,2365.53,1,15,2
8.73,0.71,48.67,49.44,-0.73,-0.5,49.45,37,-8.65,-7.75,38.78,0.21,2323.49,2842.22,2669.31,1,15,2
8.43,0.85,48.71,49.42,-0.87,-0.81,49.44,22.24,-12.56,19.12,31.9,0.26,1683.67,2260.6,2068.29,1,15,2
8.52,0.47,48.67,49.4,-0.5,-0.7,49.41,33.51,-16.65,11.16,39.05,0.26,1740.81,2319.91,2126.87,1,15,2
8.5,-0.01,48.85,49.58,-0.01,-0.76,49.59,41.32,-15.51,6.98,44.69,0.25,1757.31,2284.8,2108.97,1,15,2
8.33,-0.01,48.76,49.46,-0.01,-0.91,49.46,38.02,-25.68,3.81,46.04,0.27,1596.19,2047.64,1897.16,1,15,2
8.45,0.09,48.84,49.56,-0.11,-0.81,49.57,26.66,-34.93,5.33,44.26,0.27,1576.79,2095.4,1922.53,1,15,2
8.5,-0.09,48.83,49.56,0.06,-0.76,49.56,17.36,-29.24,11.09,35.77,0.26,1689.29,2350.57,2130.14,1,15,2
8.58,-0.03,48.78,49.52,0.01,-0.66,49.52,19.99,-28.68,2.69,35.06,0.35,1319.33,1780.65,1626.88,1,15,2
8.78,-0.04,48.86,49.64,0.02,-0.48,49.64,17.12,-34.85,7.24,39.5,0.32,1411.02,1858.51,1709.34,1,15,2
8.85,-0.3,48.74,49.53,0.27,-0.39,49.53,15.31,-31.51,-5.25,35.43,0.24,1835.7,2439.84,2238.46,1,15,2
8.84,-0.25,48.85,49.64,0.23,-0.42,49.64,18.17,-26.1,-5.87,32.34,0.23,1935.12,2554,2347.71,1,15,2
8.8,-0.55,48.83,49.62,0.53,-0.46,49.62,18.78,-30.69,3.64,36.16,0.25,1703.36,2296.49,2098.78,1,15,2
8.73,-0.54,49.07,49.83,0.52,-0.57,49.84,13.63,-42.98,1.32,45.11,0.28,1519.63,2194.01,1969.21,1,15,2
8.72,-0.58,49.06,49.82,0.56,-0.58,49.83,14.52,-43.01,-6.01,45.79,0.3,1430.69,1983.72,1799.37,1,15,2
8.55,-0.68,49.24,49.97,0.66,-0.78,49.98,11.46,-30.21,-1.96,32.37,0.24,1957.81,2561.42,2360.21,1,15,2
8.45,-0.52,49.21,49.93,0.5,-0.87,49.94,43.56,-32.91,7.01,55.04,0.2,2228.05,2924.27,2692.19,1,15,2
8.49,-0.66,49.26,49.98,0.64,-0.85,49.99,32.18,-41.83,3.23,52.87,0.2,2014.96,2738.97,2497.63,1,15,2
8.38,-0.61,49.26,49.96,0.59,-0.96,49.97,-1.77,-44.35,-2.28,44.45,0.25,1645.99,2251.75,2049.83,1,15,2
8.29,-0.43,49.38,50.06,0.41,-1.06,50.07,4.1,-39.78,1.73,40.03,0.29,1568.22,2040.59,1883.13,1,15,2
-8.48,4.5,42.06,40.53,-2.76,-14.54,43.14,83.8,-45.47,10.16,95.88,3.82,40.02,9,19.34,1,16,2
-0.54,1.78,42.58,42.11,-1.64,-6.35,42.62,-39.76,-19.89,17.84,47.91,1.65,144.48,188.62,173.9,1,16,2
0.11,4.58,42.73,42.27,-4.51,-6.28,42.97,-39.27,-47.1,28.73,67.72,0.89,188.4,262.73,237.96,1,16,2
-0.35,6.37,42.4,41.85,-6.18,-7.03,42.88,2.7,-74.66,35.56,82.74,1.13,195.66,291.78,259.74,1,16,2
-2.52,3.55,42.27,41.51,-2.99,-8.58,42.5,-1.4,-59.15,33.48,67.98,1.23,245.27,318.88,294.35,1,16,2
-3.85,2.92,42.96,42.04,-2.11,-9.84,43.23,13.45,-45.35,32.44,57.36,1.03,373.7,258.47,296.88,1,16,2
-4.3,6.77,41.79,40.73,-5.8,-10.87,42.55,30.78,-34.43,63.53,78.54,1.53,370.77,254.12,293,1,16,2
-3.38,6.93,39.9,38.97,-6.13,-9.76,40.64,-8.79,-19.01,106.21,108.26,2.52,283.96,284.24,284.15,1,16,2
-4.7,5.6,37.23,36.18,-4.58,-10.45,37.94,-17.46,-22.63,125.57,128.78,3.99,196.93,288.01,257.65,1,16,2
-3.57,3.87,35.44,34.6,-3.1,-8.79,35.83,-5.75,-41.08,124.62,131.34,5.13,161.97,302.65,255.76,1,16,2
-2.08,1.49,32.16,31.59,-1.05,-6.46,32.26,-18.02,-44.27,122.63,131.62,5.74,166.09,344.64,285.13,1,16,2
-1.27,-2.06,30.4,30.04,2.27,-4.75,30.5,-11.78,-15.74,118.46,120.08,6.95,157.29,312.15,260.53,1,16,2
0.27,-0.75,30.58,30.38,0.68,-3.54,30.59,-24.6,-8.1,120.44,123.2,7,159.09,301.54,254.06,1,16,2
-1.62,-1.63,32.68,32.25,1.92,-5.47,32.76,-33.19,-2.13,124.94,129.29,6.37,163.39,308.33,260.02,1,16,2
-2.68,-1.85,34.38,33.8,2.34,-6.68,34.53,-28.24,6.15,129.55,132.74,5.94,168.33,310.81,263.32,1,16,2
-1.31,-4.3,33.42,33.08,4.47,-4.75,33.72,-24.7,11.34,132.95,135.7,6.1,170.66,307.73,262.04,1,16,2
-1.74,-5.66,32.31,31.96,5.89,-4.76,32.85,-30.62,14.59,134.95,139.15,6.65,166.8,304.01,258.27,1,16,2
-2.33,-4.54,32.47,32.02,4.91,-5.57,32.87,-25.22,28.1,136.01,141.15,7.16,157.06,288.52,244.7,1,16,2
-3.13,-1.59,31.32,30.7,2.16,-6.77,31.51,-27.45,28.65,135.75,141.43,7.71,145.32,278.48,234.09,1,16,2
-3,-3.93,31.09,30.55,4.44,-6.17,31.49,-22.41,28.31,129.92,134.85,7.85,146.38,279.25,234.96,1,16,2
-1.47,-3.71,28.92,28.58,3.92,-4.44,29.19,-24.27,18.97,120.17,124.06,8.04,145.14,280,235.04,1,16,9
-0.88,-3.61,28.42,28.16,3.71,-3.82,28.66,-30.01,5.23,112.23,116.29,8.57,140.87,277.13,231.71,1,16,9
-0.86,0.31,27.44,27.1,-0.14,-4.43,27.46,-24.57,-3.99,108.08,110.91,8.97,142.64,277.45,232.51,1,16,9
-3.96,-0.26,28.79,28.05,1.03,-7.51,29.06,-10.03,-14.12,102.19,103.64,8.41,147.23,287.75,240.91,1,16,9
-5.09,2.54,28.66,27.71,-1.5,-9.13,29.22,-19.06,-19.64,99.21,102.92,8.11,156.1,306.08,256.09,1,16,9
-7.6,1.08,30.76,29.52,0.42,-11.56,31.7,-16.81,-21.25,98.31,101.97,8.11,159.89,302.55,255,1,16,9
-7.74,2.05,28.98,27.71,-0.5,-11.66,30.07,-11.19,-25.82,96.47,100.49,8.04,158.94,287.73,244.8,1,16,9
-2.13,1.81,33,32.41,-1.37,-6.67,33.12,-6.98,-26.23,95.98,99.74,7.83,157.3,280.71,239.58,1,16,9
-8.65,3.02,32.27,30.83,-1.28,-13.16,33.54,-4.23,-19.5,99.19,101.18,7.61,153.47,284.04,240.52,1,16,9
-7.15,3.96,34.92,33.62,-2.49,-12.22,35.86,-11.9,-24.75,101.34,105,7.25,139.23,280.96,233.72,1,16,9
-4.81,5.49,37.21,36.16,-4.45,-10.53,37.92,-11.49,-22.13,101.61,104.63,7.11,128.45,279.44,229.11,1,16,9
-6.06,4.04,36.96,35.79,-2.78,-11.44,37.67,-15.82,-17.86,100.63,103.42,6.48,140.86,284.15,236.38,1,16,9
-5.81,6.73,38.92,37.69,-5.47,-11.97,39.92,-17.53,-19.48,84.65,88.61,5.76,174.52,303.29,260.37,1,16,9
-3.29,5,36.16,35.32,-4.26,-8.82,36.65,-15.4,-18.82,62.78,67.32,6.12,205.66,323.03,283.91,1,16,9
-5.25,12.04,32.41,31.18,-10.79,-11.61,34.97,-16.08,-13,53.54,57.4,7.72,214.27,324,287.42,1,16,9
-5.79,7.76,27.6,26.44,-6.48,-10.69,29.25,-20.66,-23.33,52.08,60.69,8.68,209.27,314.17,279.2,1,16,9
-3.94,7.44,28.73,27.8,-6.53,-8.98,29.94,-18.88,-17.03,47.04,53.48,9.09,203.53,333.87,290.43,1,16,9
-5.75,7.71,28.17,27.02,-6.44,-10.71,29.77,-17.38,-21.97,41.18,49.81,9.4,188.41,342.17,290.92,1,16,9
-3.94,1.45,26.61,25.85,-0.66,-7.54,26.94,-30.18,-11.94,38.79,50.58,9.13,290.82,279.13,283.03,1,16,9
-6.28,14.99,28.19,26.78,-13.48,-12.63,32.53,-41.12,-5.33,42.89,59.66,8.88,335.4,249.91,278.41,1,16,9
-4.93,7.04,27.84,26.8,-5.95,-9.74,29.13,-30.84,-20.13,51.52,63.33,9.46,179.22,331.84,280.97,1,16,9
-4.97,2.34,28.79,27.87,-1.33,-9,29.31,-21.74,4.62,56.74,60.94,9.81,184.46,332.8,283.35,1,16,9
-1.18,4.57,29.02,28.52,-4.25,-5.77,29.41,-26.19,21.57,53,62.93,9.76,185.62,329.66,281.65,1,16,9
-7.75,2.79,28.85,27.56,-1.23,-11.79,30.01,-42.56,13.47,45.65,63.85,8.87,181.3,324.34,276.66,1,16,9
-4.57,3.97,31.07,30.13,-3.01,-9.22,31.65,-38.42,16.16,38.2,56.54,8.84,174.26,322.04,272.78,1,16,9
-4.01,1.75,27.52,26.74,-0.94,-7.79,27.87,-26.69,30.72,36.44,54.63,9.85,170.13,324.49,273.04,1,16,9
-1.98,5.87,26.67,26.05,-5.38,-6.5,27.38,-36.93,30.84,43.85,65.1,10.51,172.49,326.43,275.12,1,16,9
-3.62,8.8,26.74,25.84,-7.93,-8.67,28.38,-42.22,22.78,54.02,72.25,10.25,178.42,318.05,271.51,1,16,9
-6.49,1.66,30.9,29.78,-0.37,-10.62,31.62,-17.01,9.98,54.23,57.7,10.74,180.42,295.76,257.31,1,16,9
-1.3,-3.22,29.81,29.48,3.41,-4.49,30.01,-14.21,-14.76,53.09,56.91,9.46,170.45,287.79,248.68,1,16,9
-7.6,9.71,37.11,35.59,-8.05,-14.05,39.1,-39.65,-27.85,36.32,60.55,6.52,197.52,308.64,271.6,1,16,9
-9.31,10.36,44.15,42.34,-8.35,-16.75,46.29,-53.19,-9.53,10.45,55.04,4.75,211.87,314.9,280.56,1,16,9
-5.33,9.25,43.29,42.02,-8.04,-12.55,44.59,-37.04,25.96,0.71,45.23,5.46,159.43,278.81,239.02,1,16,9
-2.63,10.06,46.33,45.36,-9.36,-10.48,47.49,-51.44,32.57,13.42,62.35,4.78,158.26,278.21,238.22,1,16,9
-7.6,8.16,43.88,42.35,-6.53,-14.63,45.28,-49.08,38.31,9.64,63.01,4.8,159.01,285.12,243.08,1,16,9
-4.13,5.09,46.22,45.18,-4.19,-10.96,46.68,-44.31,43.56,-20.17,65.33,4.59,163.62,275.26,238.05,1,16,9
0.91,2.91,47.08,46.73,-3.03,-5.75,47.17,-38.02,34.78,-37.27,63.59,4.39,175.33,278.01,243.78,1,16,9
0.65,-0.58,48.29,47.98,0.44,-5.49,48.3,-28.47,11.46,-29.64,42.67,4.6,179.35,299.35,259.35,1,16,9
3.12,-3.33,47.2,47.29,2.66,-2.42,47.42,-17.71,-9.27,-18.5,27.24,5,163.49,312.24,262.66,1,16,9
2.32,-5.29,47.16,47.2,4.74,-2.81,47.52,-10.01,-10.81,-11.62,18.76,4.82,151.42,305.79,254.33,1,16,9
2.08,-6.98,47.39,47.43,6.44,-2.75,47.95,-10.05,-3.71,-8.65,13.77,4.72,151.45,304.03,253.17,1,16,9
2.75,-17.02,44.22,44.63,16.16,0.24,47.46,-37.42,-7.73,-11.01,39.77,4.77,141.88,327.73,265.78,1,16,9
5.22,-14.31,46.9,47.52,13.03,1.78,49.31,-39.26,1.21,-17.07,42.83,4.26,145.66,336.16,272.66,1,16,9
4.35,-14.84,46.06,46.6,13.71,1.14,48.59,-19.55,16.89,-21.79,33.79,3.72,157.03,326.02,269.69,1,16,9
4.49,-10.1,46.92,47.35,9.03,0.25,48.2,-24.43,8.65,-22.86,34.56,3.93,151.71,327.04,268.59,1,16,9
4.72,-12.12,46.45,46.96,10.97,0.92,48.23,-28.79,-13.37,-27.11,41.74,3.36,151.52,324.46,266.82,1,16,9
3.29,-11.59,47.09,47.4,10.73,-0.65,48.6,-30.47,-32.87,-37.11,58.19,3.09,138.76,338.76,272.09,1,16,9
5.28,-11.97,46.66,47.23,10.72,1.42,48.46,-40,-19.28,-26.47,51.69,3.24,139.05,320.69,260.14,1,16,9
4.97,-14.39,46.25,46.85,13.15,1.64,48.69,-39.7,4,-16.79,43.28,3.23,141.29,313.91,256.37,1,16,9
5.94,-12.48,45.83,46.51,11.09,2.26,47.87,-23.96,-4.06,-26.12,35.68,3.44,133.36,318.07,256.5,1,16,9
8.38,-14.3,45.28,46.32,12.4,5.05,48.22,-16.73,-32.2,-40.26,54.2,4.34,128.14,302.4,244.31,1,16,9
6.11,-5.72,46.59,47.12,4.43,1.03,47.34,-50.32,14.76,-29.45,60.14,4.44,154.99,324.37,267.91,1,16,9
-5.26,-2.58,46.1,45.11,3.55,-10.58,46.47,-93.81,27.88,-31.63,102.85,4.63,157.14,298.46,251.36,1,16,9
3.74,-3.22,47.79,47.94,2.43,-1.92,48.04,-67.69,-7.23,-36.53,77.26,4.41,158.7,291.54,247.26,1,16,9
1.96,-1.55,48.77,48.65,1.14,-4.1,48.84,-48.61,-24.74,-46.21,71.49,3.65,170.22,315.29,266.93,1,16,9
3.46,-1.59,48.78,48.85,0.89,-2.63,48.93,-44.07,-24.5,-53.45,73.48,2.83,199.38,340.67,293.58,1,16,9
7.57,-5.14,49.05,49.73,3.57,2.02,49.9,0.23,-51.49,-49.68,71.55,2.54,241.01,350.23,313.82,1,16,9
8.04,-6.62,48.13,48.92,4.94,2.87,49.25,-3.34,-49.85,-53.72,73.37,2.53,256.21,375.88,335.99,1,16,9
5.86,-3.93,48.28,48.71,2.73,0.22,48.79,-35.54,-34.51,-55.91,74.7,2.71,249.86,361.01,323.96,1,16,9
7.15,-5.51,46.94,47.59,4.02,1.95,47.8,-52.33,-25.29,-61.29,84.47,3.19,241.12,358.8,319.58,1,16,9
9.14,-5.5,46.91,47.82,3.62,3.89,48.11,-43.1,-25.02,-64.19,81.26,3.17,259.22,352.22,321.22,1,16,9
14.69,-7.64,44.3,45.99,4.65,10.03,47.3,-33.46,-37.39,-60.48,78.58,3.07,283.77,340.06,321.29,1,16,9
11.5,-11.82,43.32,44.71,9.37,7.86,46.35,-41.01,-60.79,-56.06,92.3,3.78,276.43,346.3,323.01,1,16,2
12.27,-16.81,41.09,42.73,14.11,9.86,46.06,-25.17,-64.9,-62.87,93.8,3.78,275.4,344.16,321.24,1,16,2
13.94,-12.35,39.43,41.17,9.41,10.84,43.6,-47.71,-55.84,-65.18,98.2,3.79,283.72,353.37,330.16,1,16,2
15.53,-14.91,39.37,41.38,11.62,12.88,44.87,-48.02,-41.49,-71.97,95.95,3.7,269.27,328.92,309.04,1,16,2
14.61,-11.6,40.23,42.04,8.55,11.24,44.35,-30.28,-48.6,-81.04,99.23,4.03,227.96,315.04,286.01,1,16,2
14.84,-9.89,37.48,39.3,6.83,11.49,41.51,-32.38,-64.73,-74.5,103.87,4.73,241.39,295.59,277.53,1,16,2
18.64,-13.91,35.05,37.47,10.04,16.28,42.07,-54.74,-59.95,-51.71,96.25,4.92,333.78,243.34,273.48,1,16,2
14.93,-15.68,35.97,37.95,12.49,12.88,41.98,-18.95,-71.19,-69.19,101.07,3.9,252.93,324.62,300.72,1,16,2
13.63,-15.84,37.55,39.36,12.9,11.45,42.97,-30.83,-42.58,-66.83,85.03,3.7,224.94,308.17,280.42,1,16,2
16.77,-14.25,36.67,38.84,10.73,14.31,42.76,-30.75,-31.46,-61,75.21,4.19,207.91,293.27,264.81,1,16,2
13.79,-17.89,34.03,35.94,14.89,12.45,40.84,-17.94,-37.2,-66.05,77.9,4.41,204.42,298.44,267.1,1,16,2
17.87,-13.27,33.09,35.41,9.56,15.65,39.88,-22.7,-50.33,-70.13,89.26,4.05,209.51,298.95,269.14,1,16,2
16.54,-15,34.57,36.75,11.51,14.5,41.15,-42.13,-70.9,-61.74,103.02,3.62,202.13,301.53,268.4,1,16,2
17.49,-14.6,34.44,36.73,10.94,15.36,41.29,-5.58,-69.66,-83.28,108.71,3.1,216.04,361.37,312.92,1,16,2
14.58,-17.06,32.76,34.76,13.91,13.22,39.71,36.56,-100.39,-113.29,155.72,4.11,314.76,263.96,280.89,1,16,2
18.08,-20.25,26.95,29.52,16.37,17.99,38.25,15.67,-90.18,-131.24,160,4.73,261.06,264.6,263.42,1,16,2
16.42,-17.99,28.37,30.66,14.47,15.76,37.39,-7.49,-85.56,-133.13,158.43,4.7,190.67,300.64,263.98,1,16,2
20.51,-19.75,26.63,29.5,15.41,20.3,38.99,-3.9,-107.7,-130.01,168.87,4.42,209.36,299.15,269.22,1,16,2
13.15,-10.86,34.24,35.89,8.11,10.45,38.25,-11.93,-106.95,-133.13,171.19,4.09,219.49,321.19,287.29,1,16,2
14.95,-10.61,34.41,36.28,7.51,12.13,38.99,11.51,-93.25,-135.64,165,4.11,210.56,329.24,289.68,1,16,2
14.98,-9.39,32.89,34.75,6.31,12.13,37.34,17.28,-88.68,-131.12,159.23,4.42,221.53,342.36,302.08,1,16,2
12.44,-10.21,34.99,36.53,7.61,9.53,38.51,2.03,-91.47,-140.35,167.54,4.52,203.22,322.82,282.96,1,16,2
15.77,-10.18,33.21,35.18,6.93,13,38.14,-7.65,-81.35,-142.5,164.26,4.56,178.67,295.93,256.84,1,16,2
12.34,-11.97,34.01,35.59,9.36,9.9,38.11,-0.64,-63.91,-140.01,153.91,4.6,168.66,287.2,247.69,1,16,2
8.6,-13.12,35.64,36.76,11.21,6.27,38.94,-0.57,-72.91,-154.71,171.03,4.23,184.35,278.22,246.93,1,16,2
6.92,-9.98,38.49,39.29,8.45,3.67,40.36,-37.29,-115.41,-132.38,179.54,3.08,321.2,236.01,264.41,1,16,2
8.03,-8.68,40.61,41.51,6.97,4.23,42.3,-17.95,-105.13,-98.48,145.16,1.4,383.33,289.89,321.03,1,16,2
3.69,-9.66,41.7,42.06,8.77,0.05,42.96,5.02,-97.83,-70.14,120.48,1.34,291.99,222.8,245.87,1,16,2
0.15,-7.67,42.15,42,7.5,-3.84,42.84,14.05,-89.47,-40.15,99.06,1.35,233.71,221.32,225.45,1,16,2
0.71,-6.92,42.5,42.41,6.65,-3.48,43.07,27.47,-54.09,-14.42,62.36,0.63,269.47,349.07,322.54,1,16,2
1.35,-5.14,42.73,42.67,4.79,-3.23,43.06,47.71,-16.17,-14.07,52.3,0.76,227.22,339.46,302.05,1,16,2
2.04,-1.92,42.75,42.7,1.49,-3.18,42.85,8.43,-77.43,-22.79,81.15,1.48,93.31,121.79,112.3,1,16,2
1.8,-3.68,42.92,42.88,3.26,-3.09,43.11,17.46,-42.68,-2.82,46.2,0.53,908.09,1374.62,1219.11,1,16,2
3.36,-4.66,42.76,42.95,3.92,-1.37,43.15,15.25,-22.94,8.82,28.93,0.07,1267.63,1859.35,1662.11,1,16,2
3.02,-3.27,42.8,42.9,2.63,-1.97,43.03,-2.16,-40.3,0.6,40.37,0.18,1021.43,1426.14,1291.24,1,16,2
2.21,-3.23,42.78,42.78,2.74,-2.76,42.95,-6.06,-54.59,-6.81,55.35,0.19,1092.5,1491.06,1358.21,1,16,2
1.55,-3.58,42.81,42.73,3.21,-3.35,42.98,6.92,-46.55,4.1,47.24,0.11,1849.87,2570.4,2330.22,1,16,2
1.43,-3.03,42.78,42.68,2.69,-3.57,42.91,-6.83,-43.38,-2.03,43.96,0.14,1332.49,2029.87,1797.41,1,16,2
1.67,-2.29,42.78,42.69,1.92,-3.48,42.88,-14.42,-42.92,-0.51,45.28,0.15,1175.38,1796.44,1589.42,1,16,2
1.35,-1.44,42.78,42.63,1.15,-3.95,42.82,-5.99,-45.61,3.8,46.15,0.16,1144.35,1674.72,1497.93,1,16,2
1.11,-0.08,42.81,42.59,-0.14,-4.45,42.82,6.74,-48.1,1.48,48.59,0.16,1218.08,1762.35,1580.92,1,16,2
1.64,-0.08,42.87,42.72,-0.23,-3.93,42.9,11.03,-39.8,-2.36,41.37,0.14,1434.69,2129.12,1897.64,1,16,2
2.43,-1.04,43.23,43.2,0.55,-3.03,43.31,4.08,-19.59,3.99,20.41,0.12,1623.23,2468.3,2186.61,1,16,2
3.12,-1.61,43.43,43.5,0.97,-2.28,43.57,-19.73,-31.48,-0.87,37.16,0.12,1628.9,2504.44,2212.59,1,16,2
3.35,-1.63,43.54,43.64,0.95,-2.07,43.7,-12.22,-35.42,11.52,39.19,0.11,1656.11,2511.44,2226.33,1,16,2
3.11,-1.65,43.56,43.63,1.02,-2.3,43.7,-6.63,-25.14,15.52,30.28,0.12,1531.46,2394.08,2106.54,1,16,2
2.74,-1.42,43.66,43.67,0.86,-2.71,43.76,-10.91,-27.91,4.8,30.35,0.15,1191.48,1918.31,1676.03,1,16,2
2.15,-1.08,43.69,43.62,0.65,-3.36,43.75,-17.07,-47.19,-7.14,50.69,0.2,820.38,1271.47,1121.11,1,16,2
1.49,-0.78,43.51,43.36,0.47,-4.03,43.55,-22.62,-49.87,-7.38,55.25,0.25,674.32,997.78,889.96,1,16,2
0.81,-0.38,43.53,43.27,0.22,-4.77,43.54,-24.33,-41.05,-3.34,47.83,0.25,632.85,955.78,848.14,1,16,2
1.26,-0.99,43.31,43.13,0.73,-4.2,43.34,-21.37,-45.43,-5.41,50.5,0.24,578.94,899.01,792.32,1,16,2
2.99,-3.67,43.19,43.3,3.03,-1.99,43.45,-16.84,-16.88,-20.76,31.62,0.39,454.05,505.25,488.18,1,16,2
2.56,-3.86,41.94,42.01,3.3,-2.2,42.2,-39.55,8.64,-72.67,83.19,1.7,288,191.29,223.52,1,16,2
-1.52,1.04,40.63,40.07,-0.73,-6.94,40.67,-52.62,-16.49,-123.19,134.97,3.19,179.85,219.93,206.57,1,16,2
4.32,4.93,47.12,47.18,-6.1,-0.02,47.57,-4.75,-30.97,14.29,34.43,0.94,255.26,373.07,333.8,1,17,2
3.24,3.18,47.84,47.88,-4.08,-0.48,48.06,-9.09,-29.89,11.75,33.38,0.72,353.03,474.79,434.2,1,17,2
3.01,3.36,48.14,48.17,-4.17,-0.77,48.35,-13.01,-29.12,10,33.43,0.52,445.26,571.61,529.49,1,17,2
3.39,4.76,48.29,48.31,-5.62,-0.9,48.64,-14.19,-30.84,12.77,36.27,0.45,499.43,634.04,589.17,1,17,2
3.46,3.69,48.43,48.47,-4.64,-0.48,48.69,-14.71,-33.54,9.64,37.87,0.4,559.16,714.73,662.87,1,17,2
3.53,4.69,48.37,48.4,-5.61,-0.75,48.73,-28.54,-45.86,4.35,54.19,0.42,605.01,636.95,626.31,1,17,2
3.98,5.34,48.28,48.32,-6.37,-0.54,48.74,-42.48,-50.79,7.36,66.62,0.46,619.18,557,577.73,1,17,2
3.4,3.27,48.24,48.28,-4.22,-0.38,48.47,-29.52,-31.68,17.74,46.79,0.39,638.16,759.01,718.73,1,17,2
3.46,3.67,48.11,48.15,-4.63,-0.46,48.37,-2.52,-31.34,11.35,33.42,0.34,742.44,911.61,855.22,1,17,2
2.66,3.89,47.72,47.72,-4.56,-1.27,47.95,-6.59,-35.38,5.47,36.4,0.39,857.73,739.12,778.65,1,17,2
2.81,2.79,47.81,47.83,-3.57,-0.76,47.97,-22.79,-44.25,11.54,51.09,0.33,910.14,954.69,939.84,1,17,2
3.51,3.9,47.59,47.63,-4.86,-0.47,47.88,-24.7,-58.18,13.47,64.62,0.32,791.65,1033.69,953.01,1,17,2
2.99,4.67,47.42,47.42,-5.4,-1.2,47.75,-17.65,-58.66,4.07,61.39,0.43,671.34,749.5,723.44,1,17,2
3.73,6.06,47.19,47.2,-6.96,-0.96,47.72,-19.76,-34.88,-1.7,40.12,0.5,733.62,596.68,642.32,1,17,2
4.16,6.2,47.1,47.13,-7.24,-0.59,47.68,-6.2,-30.75,10.89,33.2,0.52,567.49,690.14,649.26,1,17,2
3.86,1.77,47.38,47.47,-2.97,0.59,47.57,-29.61,27.72,11.06,42.04,0.55,516.63,688.96,631.51,1,17,2
3.55,2.77,47.84,47.9,-3.8,-0.06,48.06,-33.69,21.77,18.31,44.09,0.53,513.36,640.4,598.06,1,17,2
3.18,5.59,47.78,47.78,-6.34,-1.35,48.22,-26.09,-35.32,26.1,51.09,0.48,508.32,635.24,592.94,1,17,2
3.35,5.33,48.13,48.13,-6.14,-1.13,48.54,-26.33,-70.6,28.08,80.41,0.45,532.82,686.56,635.31,1,17,2
3.32,5.7,48.12,48.12,-6.48,-1.28,48.57,-25.59,-59.41,29.68,71.17,0.42,585.23,706.65,666.18,1,17,2
2.16,6.31,48.07,48,-6.67,-2.57,48.53,-4.43,-69.75,29.79,75.97,0.51,457.74,592.09,547.31,1,17,0
1.75,5.51,47.74,47.67,-5.78,-2.66,48.09,-1.05,-55.23,42.74,69.84,0.67,395.6,520.03,478.55,1,17,0
2.4,4.8,47.64,47.61,-5.33,-1.81,47.94,8.12,-26.8,42.33,50.76,0.79,358.34,487.6,444.51,1,17,0
1.85,4.39,47.46,47.41,-4.76,-2.18,47.7,25.68,-3.65,31.65,40.92,0.81,343.18,476.57,432.1,1,17,0
1.94,4.67,47.45,47.4,-5.05,-2.19,47.72,36.94,0.61,26.08,45.23,0.73,372.86,506.43,461.9,1,17,0
1.88,4.23,47.47,47.43,-4.62,-2.11,47.7,28.73,-8,28.6,41.32,0.59,469.19,577.19,541.19,1,17,0
2.16,4.03,47.55,47.52,-4.52,-1.78,47.77,5.35,5.98,21.82,23.25,0.52,653.82,542.69,579.74,1,17,0
2.6,3.65,47.64,47.64,-4.31,-1.24,47.85,13.51,37.75,24.61,47.04,0.63,467.47,536.24,513.32,1,17,0
2.58,2.6,47.82,47.84,-3.31,-0.92,47.96,4.8,46.48,24.42,52.72,0.69,385.17,526.38,479.31,1,17,2
