,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Index
2.42,-22.78,-2.32,-1.97,22.88,1.7,23.03,-9.87,43.76,-105.44,114.59,6.5,288.02,447.89,394.6,1,16,0
4.64,-17.1,-6.51,-5.45,17.33,5.14,18.88,8.56,52.73,-104.14,117.05,7.05,276.26,450.77,392.6,1,16,0
4.04,-15.11,-6.36,-5.42,15.31,4.62,16.89,-5.82,62.18,-94.05,112.89,7.59,273.33,455.98,395.09,1,16,0
-0.25,-17.43,-2.68,-2.88,17.39,-0.53,17.63,-14.39,63.72,-87.84,109.47,7.66,285.57,456.59,399.58,1,16,0
5.17,-21.29,-1.34,-0.36,21.54,4.22,21.95,1.4,58.69,-83.58,102.14,7.3,291.11,461.07,404.42,1,16,0
6.82,-19.49,1.87,3.17,19.83,5.16,20.73,5.98,59.87,-80.94,100.86,6.92,276.28,474.32,408.3,1,16,0
8.65,-25.26,0.8,2.48,25.69,6.89,26.71,1.98,51.51,-94.84,107.94,6.55,271.82,428.36,376.18,1,16,0
3.97,-27.28,-2.79,-2.13,27.46,3.08,27.71,-34.63,34.97,-65.88,82.23,6.58,248.26,382.95,338.05,1,16,0
4.55,-33.66,10.22,10.57,33.86,0.25,35.47,-29.45,42.45,-29.02,59.26,6.3,243.12,389.85,340.94,1,16,0
3.59,-35.4,13.54,13.55,35.54,-1.55,38.07,-1.24,54.92,-5.74,55.23,5.89,241.9,396.25,344.8,1,16,0
8.56,-35.49,18.07,19.12,35.9,2.2,40.73,8.69,56.53,6.58,57.57,5.61,231.23,385.06,333.79,1,16,0
7.37,-34.25,23.93,24.55,34.6,-0.26,42.42,-1.06,59.16,18.26,61.93,5.28,228.8,404.84,346.16,1,16,0
4.19,-35.53,29.54,29.25,35.7,-4.74,46.39,-23.72,50.97,26.57,62.19,4.83,234.89,401.5,345.97,1,16,0
-3.44,-31.53,31.6,29.51,31.3,-12.41,44.77,-43.82,59.7,45.56,86.95,4.42,256.11,382.12,340.12,1,16,0
-2.4,-26.69,34.97,33.09,26.52,-11.94,44.06,-16.04,77.34,78.66,111.47,4.9,265.27,368.63,334.18,1,16,0
1.71,-22.67,27.51,26.85,22.73,-6,35.69,2.62,90.96,105.7,139.47,5.26,249.44,376.06,333.85,1,16,0
8.38,-20.79,30.78,31.62,21.21,-0.19,38.08,-2.76,99.39,109.48,147.89,4.43,301.26,376.34,351.32,1,16,0
5.77,-24.75,28.36,28.61,25.03,-2.36,38.08,25.47,107.91,94.39,145.61,3.29,472.32,328.63,376.53,1,16,0
5.53,-25.12,23.66,23.98,25.39,-1.52,34.95,35.22,102.68,78.15,133.75,4.59,409.25,278.96,322.39,1,16,0
7.39,-28.27,19.01,19.86,28.63,1.22,34.86,-11.61,109.56,74.16,132.81,3.67,442.31,306.59,351.83,1,16,0
6.9,-33.54,22.2,22.77,33.86,-0.28,40.81,-7.32,112.31,70.87,133,2.61,479.78,356.95,397.89,1,16,0
5.76,-28.98,25.12,25.4,29.25,-1.84,38.78,17.49,113.22,75.02,136.95,2.92,469.6,354.61,392.94,1,16,0
4.67,-23.73,26.47,26.52,23.95,-2.94,35.86,15.68,118.25,87.15,147.72,3.98,437.05,306.69,350.15,1,16,0
4.13,-21.45,25.83,25.8,21.64,-3.19,33.83,13.48,121.61,91.76,152.94,4.09,426.9,290.78,336.15,1,16,0
5.46,-28.05,22.35,22.64,28.31,-1.44,36.28,26.17,114.11,86.69,145.67,3.25,438.93,307.91,351.59,1,16,0
7.61,-29.53,17.26,18.18,29.9,1.77,35.04,7.69,87.14,68.83,111.31,3.51,470.59,309.65,363.3,1,16,0
1.04,-21.97,24.05,23.34,21.99,-5.8,32.59,-3.04,71.79,48.19,86.52,3.67,501.66,304.73,370.37,1,16,0
4.68,-20.07,27.73,27.79,20.29,-3.03,34.55,-9.73,54.01,32.74,63.9,3.62,400.55,365.36,377.09,1,16,0
0.77,-17.85,31.4,30.48,17.87,-7.57,36.13,-19.8,38.29,31.95,53.65,3.47,252.67,463.77,393.4,1,16,0
1.63,-19.26,28.75,28.08,19.32,-6.19,34.64,-14.81,54.79,48.23,74.48,3.15,293.04,484.26,420.52,1,16,0
1.57,-15.66,30.77,30.08,15.72,-6.53,34.56,14.3,58.71,53,80.38,3.82,282.73,488.83,420.13,1,16,0
4.05,-19.3,27.23,27.17,19.5,-3.49,33.63,8.77,59.33,42.7,73.62,4.14,290.72,495.53,427.26,1,16,0
2.32,-20.96,25.76,25.31,21.06,-4.91,33.29,-0.66,51.79,41.94,66.65,4.96,275.95,482.87,413.89,1,16,0
1.25,-19.93,23.81,23.18,19.97,-5.44,31.07,-12.15,49.53,54.61,74.72,5.07,257.27,462.49,394.08,1,16,0
1.4,-19.96,28.44,27.71,20.01,-6.38,34.77,-12.39,43.12,61.09,75.79,3.84,267.02,471.69,403.46,1,16,0
2.01,-20.05,29.33,28.72,20.13,-6,35.58,12.75,10.4,42.56,45.63,2.78,290.59,524.09,446.25,1,16,6
-1.3,-18.3,29.8,28.43,18.2,-9.23,34.99,-26.01,1.87,16.89,31.07,3.44,264.25,551.25,455.58,1,16,6
-1.52,-16,27.45,26.12,15.89,-8.77,31.8,-7.39,20.83,10.42,24.43,4.38,255.32,607.05,489.81,1,16,6
-2.64,-11.29,25.38,23.91,11.13,-9.13,27.91,-12.96,36.64,6.07,39.34,4.9,258.85,629.85,506.18,1,16,6
-6.03,-9.93,28.77,26.42,9.58,-13.14,31.03,-26.95,50.64,-1.15,57.38,4.78,263.03,612.32,495.89,1,16,6
0.57,-16.05,29.9,28.99,16.05,-7.33,33.94,-21.01,60.35,-0.88,63.91,4.48,266.65,587.18,480.34,1,16,6
-0.41,-17.1,30.59,29.42,17.05,-8.5,35.05,-19.72,52.79,10.26,57.27,4.69,271.82,571.68,471.73,1,16,6
0.13,-17.4,27.48,26.52,17.38,-7.26,32.53,-20.27,63.54,-1.85,66.72,5.14,259.21,529.11,439.15,1,16,6
1.49,-16.56,26.03,25.44,16.62,-5.55,30.89,-26.06,61.64,-18.98,69.56,5.57,269.13,520.85,436.94,1,16,6
1.7,-15.18,28.69,28.09,15.25,-5.9,32.51,-28.1,55.9,-25.08,67.4,5.73,276.14,523.51,441.06,1,16,6
-0.22,-16.11,29.89,28.8,16.08,-8.09,33.96,-27.92,60.53,-20.29,69.68,5.74,278.31,526.02,443.45,1,16,6
-3.31,-16.88,30.35,28.51,16.68,-11.25,34.89,-29.84,71.25,-10.46,77.96,5.61,275.99,519.16,438.1,1,16,6
-3.95,-16.66,32.42,30.37,16.42,-12.35,36.67,-35.44,67.39,0.03,76.14,5.25,260.13,499.71,419.85,1,16,6
-4.75,-16,34.63,32.34,15.72,-13.6,38.44,-50.66,45.56,1.11,68.14,5.5,245.33,516.02,425.79,1,16,6
-4.66,-18.45,33.97,31.69,18.16,-13.5,38.94,-60.35,52.85,12.67,81.21,5.5,242.68,497.11,412.3,1,16,6
-3.98,-18.98,35.72,33.54,18.74,-13.27,40.64,-45.26,37.09,13.86,60.13,6.2,234.22,482.74,399.9,1,16,6
-0.04,-18.2,37.57,36.28,18.17,-9.85,41.75,-28.75,4.92,8.21,30.3,6.72,219.36,467.55,384.82,1,16,6
-4.94,-18.88,38.83,36.34,18.58,-14.93,43.46,-23.42,-5.41,7.96,25.32,6.15,215.09,455.32,375.25,1,16,6
0.34,-23.23,38.64,37.34,23.22,-10,45.09,-19.74,15.91,8.65,26.79,4.98,234.27,475.02,394.77,1,16,6
-2.48,-23.03,44.27,42.15,22.86,-14.04,49.97,-58.49,22.48,-15.98,64.66,4.03,257.72,487.46,410.88,1,16,6
0.33,-29.62,45.66,44.07,29.6,-12,54.43,-44.12,29.47,-24.52,58.45,3.37,239.43,438.24,371.97,1,16,6
-6.45,-25.61,48.22,45.02,25.22,-18.96,54.98,-53.87,3.62,-54.81,76.94,3.01,228.7,432.92,364.85,1,16,6
-6.9,-27.23,50.06,46.68,26.8,-19.92,57.4,-39.41,-21.94,-76.31,88.64,3.19,223.45,450.14,374.58,1,16,6
1.97,-33.92,44.44,43.22,33.97,-10.36,55.94,-2.1,-22.7,-69.78,73.41,3.7,215.86,445.97,369.27,1,16,6
4.02,-31.28,48.33,47.51,31.45,-9.14,57.71,-29.29,-18.13,-65.83,74.3,3.83,225.06,441.13,369.11,1,16,6
7.24,-34.63,47.43,47.35,34.98,-5.98,59.17,-10,8.49,-53.47,55.06,3.51,246.24,441.67,376.53,1,16,6
7.14,-36.36,43.14,43.13,36.7,-5.16,56.87,-12.26,-30.72,-41.96,53.43,4.08,285.65,440.83,389.11,1,16,6
12.78,-33.86,42.92,44.28,34.52,0.49,56.14,0.12,-35.72,-44.66,57.19,4.38,289.56,464.59,406.25,1,16,6
8.85,-35.07,43.3,43.71,35.51,-3.47,56.42,6.65,-9.03,-55.64,56.76,3.77,308.91,523.76,452.14,1,16,6
9.45,-37.25,43.05,43.58,37.71,-2.96,57.71,-6.71,6.72,-59.79,60.54,2.96,354.25,576.12,502.16,1,16,6
11.01,-37.52,42.87,43.77,38.07,-1.42,58.03,-11.11,8.62,-50.94,52.84,3,354.61,564.97,494.85,1,16,6
11.79,-39.35,41.71,42.8,39.94,-0.49,58.54,-8.29,5.38,-43.33,44.44,2.92,355.95,540.41,478.92,1,16,6
12.07,-40.1,41.19,42.35,40.7,-0.13,58.74,26.67,20.29,-32.42,46.63,3.01,339.35,543.63,475.54,1,16,6
13.88,-40.81,37.43,39.11,41.51,2.47,57.09,3.7,12.61,-28.15,31.06,3.21,338.77,538.75,472.09,1,16,6
17.61,-41.38,37.52,40.06,42.29,6.03,58.57,-8.92,2.4,-39.75,40.81,3.14,357.96,535.94,476.61,1,16,6
16.46,-39.37,38.37,40.65,40.22,4.83,57.39,18.33,-9.65,-61.35,64.75,3.3,371.5,537.4,482.1,1,16,6
14.06,-36.65,37.16,38.94,37.37,2.93,54.05,2.27,-52.26,-76.97,93.06,4.33,368.43,520.67,469.92,1,16,6
14.32,-40.47,34.65,36.51,41.21,3.56,55.17,1.67,-39.17,-89.6,97.8,3.83,410.43,529.39,489.74,1,16,6
15.51,-38.23,37.23,39.33,39.03,4.23,55.57,2.05,5.79,-91.66,91.87,3.98,408.48,525.51,486.5,1,16,6
17.35,-36.89,34.73,37.35,37.8,6.68,53.55,-2.5,33,-71.84,79.09,4.14,391.4,500.81,464.34,1,16,6
17.05,-37.96,34.59,37.12,38.85,6.36,54.11,-5.94,15.67,-60.94,63.2,3.84,377.07,478.99,445.02,1,16,6
18.9,-37.23,34.66,37.64,38.22,8.18,54.26,-6.18,-14.34,-66.97,68.77,3.21,384.63,484.56,451.25,1,16,6
18.02,-38.59,34.22,36.98,39.53,7.35,54.63,-7.87,-6.92,-60.47,61.37,2.71,417.5,507.95,477.8,1,16,6
19.13,-39.44,31.66,34.75,40.44,8.98,54.07,0.84,-12.05,-65.21,66.32,2.91,376.53,492.09,453.57,1,16,6
19.96,-35.36,31.22,34.57,36.41,10.11,51.22,-19.37,1.98,-58.68,61.82,3.43,357.78,471.25,433.43,1,16,6
22.3,-32.61,30.72,34.67,33.8,12.64,50.05,-15.89,-0.86,-66.49,68.37,3.58,359.01,465.54,430.03,1,16,6
24.73,-30.04,28.62,33.23,31.37,15.64,48.3,-3.53,-5.12,-94.38,94.58,3.62,395.26,502.14,466.51,1,16,6
17.41,-31.39,27.25,30.17,32.31,8.78,45.07,-3.6,1.61,-127.8,127.86,4.05,454.47,552.65,519.92,1,16,6
13.06,-32.68,21.19,23.24,33.35,5.92,41.08,-2,2.53,-147.81,147.85,4.69,483.24,550.88,528.33,1,16,6
15.97,-29.59,26.53,29.15,30.44,7.65,42.83,-15.87,25.05,-143.89,146.92,4.32,464.55,535.17,511.63,1,16,6
16.49,-23.58,31.34,34.02,24.47,7.35,42.54,-21.53,26.22,-101.63,107.14,3.81,447.55,538.17,507.97,1,16,6
16.08,-19.08,31.63,34.27,19.94,7.12,40.29,-28.51,27.85,-103.16,110.59,4.08,427.12,565.48,519.36,1,16,6
12.65,-21.41,30.23,32.07,22.08,4,39.15,-32.59,16.08,-117.17,122.67,4.71,437.71,588.19,538.03,1,16,6
12.85,-21.74,24.07,26.13,22.42,5.62,34.89,-34.37,-10.11,-116.82,122.19,4.85,475.08,582.44,546.66,1,16,6
18.22,-30.54,20.57,23.87,31.51,11.19,41.08,-43.42,-16.2,-138.08,145.65,4.46,487.04,546.53,526.7,1,16,6
18.11,-28.62,21.49,24.77,29.59,10.96,40.11,-41.74,0.49,-131.78,138.23,4.41,513.39,467.57,482.85,1,16,6
17.04,-27.41,24.96,27.9,28.32,9.17,40.8,-24.51,16.98,-129.43,132.82,3.97,520.3,443.35,469,1,16,6
18.01,-23.62,25.02,28.24,24.59,10.3,38.84,-4.06,3.77,-116.17,116.3,4.08,532.72,435.61,467.98,1,16,6
7.35,-24.34,27.12,27.77,24.72,-0.57,37.18,-18.52,-11.24,-120.87,122.8,4.19,513.99,479.94,491.29,1,16,6
9.34,-24.19,30.66,31.67,24.68,0.53,40.15,-48.68,6.49,-141.25,149.55,4.04,488.78,525.71,513.4,1,16,6
16.21,-22.36,29.24,31.93,23.23,7.63,40.21,-33.11,36.37,-132.38,141.22,4.37,535.75,453.78,481.1,1,16,6
18,-24.14,25.14,28.35,25.11,10.23,39.23,-40.64,-11.71,-137.55,143.9,4.36,527.54,447.4,474.12,1,16,6
14.52,-27.66,27.44,29.72,28.43,6.12,41.58,-20.06,-31.7,-148.89,153.54,3.58,568.57,466.63,500.61,1,16,6
13.3,-25.29,30.58,32.52,25.99,4.33,41.85,-27.63,-36.94,-133.38,141.13,2.76,618.93,484.48,529.29,1,16,6
13.59,-20.52,34.95,36.89,21.25,3.84,42.75,-26.35,-32.68,-116.42,123.76,2.46,616.34,478.99,524.77,1,16,6
12.35,-24.03,32.48,34.15,24.69,3.03,42.25,-5.12,-11.76,-108.71,109.47,2.46,568.26,467.62,501.17,1,16,6
16.15,-19.31,33.86,36.45,20.19,6.64,42.19,-27.26,14.1,-88.47,93.64,2.43,547.34,482.44,504.07,1,16,6
4.67,-19.2,33.99,33.88,19.43,-4.52,39.31,-59.94,-17.61,-118.92,134.33,3.36,559.5,465.5,496.83,1,16,6
12.37,-19.35,30.42,32.21,20.01,3.79,38.11,-26.35,-34.06,-145.71,151.94,3.82,577.54,461.35,500.08,1,16,6
10.34,-16.41,32.35,33.66,16.96,1.52,37.72,-15.17,-26.83,-154.44,157.49,4.1,491.8,465.65,474.36,1,16,6
12.04,-17.75,33.04,34.71,18.39,2.94,39.39,-15.59,-24.82,-162.29,164.91,3.86,418.08,529.28,492.21,1,16,6
12.27,-19.27,32.32,34.04,19.93,3.24,39.58,-9.71,-27.76,-171.75,174.25,3.36,481.52,578.88,546.42,1,16,0
13.36,-16.54,34.68,36.62,17.26,3.89,40.68,-25.02,-4.17,-156.99,159.02,3.46,612.1,476.85,521.94,1,16,0
14.04,-18.84,36.98,38.99,19.6,3.88,43.81,10.18,3.92,-117.1,117.61,2.63,615.11,485.89,528.96,1,16,0
11.37,-11.35,38.96,40.39,11.98,1.24,42.15,-0.25,-8.07,-70.95,71.41,2.53,486.2,551.68,529.85,1,16,0
10.87,-7.71,40.63,41.94,8.31,0.55,42.75,-8.94,29.04,-62.43,69.43,2.42,523.61,522.47,522.85,1,16,0
15.45,-0.86,38.56,41.1,1.72,5.86,41.55,10.32,22.14,-84,87.48,2.93,515.55,518.54,517.55,1,16,0
14.75,-16.61,31.53,33.89,17.42,5.98,38.56,43.57,-50.98,-102.35,122.36,3.61,361.51,582.36,508.75,1,16,0
13.55,-13.72,36.53,38.51,14.46,3.79,41.31,57.67,-61.41,-100.2,130.9,2.83,349.23,549.35,482.64,1,16,0
9.59,-17.52,34.72,35.77,18.04,0.17,40.06,22.99,-59.78,-89.58,110.12,3.07,334.14,538.11,470.12,1,16,0
10.23,-9.06,40.2,41.36,9.63,-0.04,42.46,-2.3,-53.4,-62.06,81.9,2.47,353.47,520.59,464.88,1,16,0
14.2,-5.15,41.34,43.44,5.95,3.76,44.01,9.35,-8.56,-46.43,48.13,2.16,349.78,499.83,449.81,1,16,0
14.84,-2.54,41.49,43.77,3.38,4.49,44.13,16.97,19.13,-46.88,53.4,2.16,411.26,452.9,439.02,1,16,0
16.27,-7.58,41.23,43.79,8.49,5.66,44.96,5.79,1.77,-54.26,54.6,1.92,500.86,421.96,448.26,1,16,0
14.06,-9.47,41.48,43.5,10.25,3.35,44.82,17.01,1.23,-61.57,63.89,1.51,434.51,483.15,466.93,1,16,0
10.72,-5.8,40.78,42.08,6.4,0.47,42.56,24.28,41.53,-54.1,72.39,1.93,402.28,503.72,469.91,1,16,0
15.07,-4.8,37.84,40.26,5.64,5.44,41.02,58.49,39.1,-28.36,75.85,3,352.44,468.53,429.84,1,16,0
14.8,-3.46,34.15,36.63,4.29,6.13,37.38,54.24,51.59,-11.19,75.69,3.6,331.1,480.17,430.48,1,16,0
16.37,-0.07,33.93,36.82,0.99,7.88,37.67,48.51,55.31,-14.15,74.92,3.75,323.64,526.2,458.68,1,16,0
12.83,-6.43,33.17,35.17,7.15,4.28,36.14,32.62,16.83,-22.36,42.98,3.81,316.59,532.1,460.27,1,16,0
2.22,-10.5,35.63,35.01,10.61,-6.82,37.22,-66.79,-26.56,-25.43,76.24,3.62,336.71,487.73,437.39,1,16,0
-2.67,-7.45,42.74,40.81,7.28,-13.07,43.47,-88.7,-9.09,-84.25,122.67,2.69,368.82,524.62,472.68,1,16,0
2.3,0.19,48.55,48.45,-0.56,-3.9,48.61,-2.07,-14.21,-8.85,16.87,4.46,305.53,511.05,442.55,1,17,0
3.83,0.29,50.14,50.21,-0.91,-2.62,50.29,-14.6,-36.25,-38.79,55.06,3.67,291.06,485.07,420.4,1,17,0
4.68,-1.12,52.41,52.6,0.34,-1.84,52.63,-23.75,-52.58,-64.73,86.71,2.94,280.32,457.03,398.12,1,17,0
3.37,-1.87,54.27,54.3,1.3,-3.24,54.41,-24.26,-56.25,-77.76,98.99,2.43,280.76,428.82,379.47,1,17,0
3.47,-1.07,54.18,54.2,0.49,-3.25,54.3,-22.84,-62.76,-77.69,102.45,2.4,287.04,416.06,373.05,1,17,0
4.06,-1.88,55.07,55.18,1.2,-2.66,55.25,-15.44,-71.73,-82.84,110.66,2.17,324.63,421.75,389.38,1,17,0
3.69,-2.13,55.63,55.69,1.5,-3.05,55.79,-10.41,-66.1,-87.42,110.09,1.9,364.22,439.71,414.54,1,17,0
4.22,-1.48,55.68,55.79,0.77,-2.65,55.86,-20.8,-70.57,-84.08,111.72,1.87,378.56,448.43,425.14,1,17,0
3.6,-2.73,55.62,55.68,2.11,-3.05,55.8,-39.01,-103.08,-77.24,134.59,2.03,362.58,437.83,412.75,1,17,0
3.37,-1.94,55.22,55.24,1.37,-3.35,55.35,-23.77,-92.71,-78.87,124.02,2.21,319.96,437.83,398.54,1,17,0
6,-0.53,53.69,54.02,-0.45,-0.81,54.03,-5.96,-62.75,-80.02,101.87,2.59,291.17,430.14,383.82,1,17,0
8.11,0.41,53.02,53.6,-1.72,1.19,53.64,6.92,-55.12,-76.36,94.43,2.8,277.49,444.36,388.73,1,17,0
6.13,2.29,52.34,52.64,-3.26,-0.97,52.75,-6.7,-58.71,-70.73,92.17,2.39,368.6,435.46,413.17,1,17,0
5.12,4.49,54.74,54.85,-5.26,-2.61,55.17,-32.3,-66.42,-68.07,100.44,1.86,454.03,414.26,427.52,1,17,0
5.42,4.33,54.48,54.63,-5.15,-2.26,54.92,-29.68,-81.98,-69.54,111.53,1.98,382,421.94,408.63,1,17,0
6.46,4.83,54.19,54.46,-5.81,-1.29,54.79,4.87,-82.89,-69.76,108.45,2.24,361.63,402.95,389.18,1,17,0
6.36,5.96,52.45,52.7,-6.92,-1.35,53.17,-16.04,-64.65,-62.34,91.23,2.66,324.35,432.71,396.59,1,17,0
8.3,3.3,52.63,53.17,-4.6,0.96,53.38,-32.93,-41.02,-63.39,82.37,2.46,454.04,414.09,427.41,1,17,0
7.88,2.99,52.78,53.27,-4.23,0.58,53.45,-28.17,-44.28,-70.47,87.86,2.09,461.01,440.74,447.5,1,17,0
8.48,1.8,52.83,53.43,-3.15,1.34,53.54,-21.87,-60.44,-75.64,99.26,1.92,387.18,463.15,437.82,1,17,0
6.41,1.46,53.28,53.62,-2.48,-0.69,53.68,-29.48,-56.04,-77.12,99.79,1.83,486.67,380.54,415.92,1,17,6
6.98,-0.7,52.93,53.39,-0.44,0.26,53.39,-23,-67.18,-79.79,106.81,1.89,353.79,447.96,416.57,1,17,6
6.78,0.02,52.5,52.92,-1.12,0,52.93,-11.69,-53.75,-79.35,96.55,2.02,328.66,420.86,390.13,1,17,6
5.64,1.87,52.08,52.32,-2.76,-1.36,52.41,-32.94,-64.02,-84.42,110.96,1.85,331.02,434.32,399.88,1,17,6
4.57,-0.61,53.38,53.53,-0.14,-2.17,53.57,-20.72,-75.98,-86.91,117.28,1.77,334.01,438.69,403.8,1,17,6
7.02,-0.91,52.28,52.75,-0.23,0.41,52.76,10.78,-55.48,-89.02,105.45,1.64,366.48,455.96,426.14,1,17,6
5.87,-0.63,52.62,52.94,-0.33,-0.8,52.95,-17.59,-16.13,-91.88,94.93,1.13,409.12,536.33,493.92,1,17,6
4.97,-0.03,52.17,52.37,-0.77,-1.72,52.4,-29.05,-24.12,-55.04,66.75,1.58,303.41,417.51,379.47,1,17,6
3.94,0.29,52.25,52.31,-0.92,-2.79,52.4,-19.35,-33.62,-54.73,67.09,1.59,304.71,410.25,375.07,1,17,6
2.92,-0.06,51.68,51.63,-0.41,-3.66,51.76,-15.06,-38.38,-53.42,67.48,1.94,279.88,377.46,344.94,1,17,6
3.79,-5.99,51.35,51.53,5.3,-1.82,51.83,-16.33,-47.62,-49.77,70.79,2.07,279.41,367.09,337.86,1,17,6
1.09,1.65,50.73,50.43,-1.8,-5.61,50.77,-25.2,-66.32,-52.21,88.08,2.32,319.94,417.62,385.06,1,17,6
-0.04,-4.66,48.65,48.35,4.61,-5.43,48.87,-43.23,-81.63,-49.6,104.84,3.58,330.54,461.43,417.8,1,17,6
0.86,-9.67,47.07,46.99,9.41,-3.56,48.06,-28.91,-66.43,-18.2,74.7,3.75,390.2,481.66,451.17,1,17,6
4.75,-13.93,44.57,45.09,12.98,1.25,46.93,-20.1,-49.65,1.5,53.59,4.39,366.15,464.07,431.43,1,17,6
-0.09,-12.61,40.97,40.89,12.46,-3.24,42.87,-23.79,-58.8,5.79,63.69,5.06,345.89,460.89,422.56,1,17,6
0.63,-16.65,39.13,39.24,16.33,-1.67,42.53,-25.01,-69.53,7.4,74.26,5.41,343.5,470.88,428.42,1,17,6
-0.17,-13.07,37.07,37.02,12.92,-2.76,39.3,-24.51,-66.08,1.9,70.5,5.58,337.09,517.76,457.54,1,17,6
-3.67,-13.5,29.86,29.44,13.92,-5.2,32.98,-34.14,-65.03,-24.43,77.4,6.02,327.61,624.05,525.24,1,17,6
-0.68,-9.59,24.05,23.97,9.58,-2.17,25.9,-19.7,-63.67,-38.6,77.02,7.14,335.94,641.48,539.63,1,17,6
-0.95,-9.64,16.88,16.82,9.67,-1.53,19.46,-3.85,-54.71,-26.84,61.06,8.95,338.76,608.29,518.45,1,17,6
-3.64,-10.56,13.62,13.27,11.01,-3.59,17.61,-5.78,-52.89,-9.31,54.01,9.18,353.22,614.6,527.47,1,17,6
-2.4,-11.79,18.41,18.2,12.02,-2.79,21.99,-9.58,-51.74,2.04,52.66,8.49,362.64,637,545.54,1,17,6
-1.25,-11.98,22.19,22.1,12.02,-2.11,25.25,-4.93,-47.07,5.34,47.63,8.31,356.05,635.89,542.61,1,17,6
-1.34,-11.51,21.15,21.05,11.57,-2.15,24.12,-4.95,-46.46,3.83,46.87,8.55,350.14,627.97,535.36,1,17,6
-0.57,-11.75,21.14,21.14,11.69,-1.35,24.19,-6.94,-39.58,5.17,40.51,8.05,350.93,623.84,532.87,1,17,6
-0.82,-14.37,19.15,19.19,14.31,-0.93,23.95,-10.87,-36.27,5.87,38.32,8.52,358.36,601.02,520.13,1,17,6
-5.17,-16.19,19.09,18.62,16.81,-4.89,25.56,-15.86,-33.85,9.04,38.46,8.32,373.49,599,523.83,1,17,6
-3.83,-18.95,19.84,19.59,19.32,-3.24,27.7,-22.11,-30.37,8.13,38.44,7.99,380.52,603.68,529.29,1,17,6
-1.46,-17.08,21.15,21.15,17.09,-1.37,27.23,-23.39,-28.65,2.07,37.05,8.28,373.46,591.43,518.77,1,17,6
-3.12,-15.85,22.79,22.54,16.14,-3.4,27.93,-15,-32.21,1.02,35.54,8.46,367.09,572.43,503.99,1,17,6
-3.25,-16.36,21.61,21.37,16.67,-3.31,27.3,-25.79,-33.47,5.6,42.62,8.51,366.04,562.22,496.82,1,17,6
-5.22,-19.83,28.41,27.93,20.41,-5.54,35.03,-8.36,-36.4,13.33,39.66,7.71,361.39,570.37,500.71,1,17,6
-8.24,-18.92,28.2,27.33,20,-8.61,34.95,-7.06,-37.86,15.54,41.53,7.33,346.29,571.26,496.27,1,17,6
-8.86,-20.89,28.39,27.48,22.04,-8.94,36.34,-16.65,-41.57,10.14,45.91,7.37,324.46,553.29,477.01,1,17,6
-10.06,-21.99,29.29,28.24,23.33,-10.05,37.98,-11.84,-45.28,5.64,47.14,7.36,311.64,524.76,453.72,1,17,6
-13.48,-20.53,30.15,28.64,22.43,-13.73,38.89,3.8,-36.84,11.55,38.8,7.25,321.87,506.74,445.12,1,17,6
-11.77,-18.63,35.46,34.09,20.28,-13.04,41.75,9.28,-17.62,14.08,24.39,6.79,336.85,530.4,465.88,1,17,6
-8.29,-15.52,37.01,35.99,16.65,-10.33,40.97,10.26,-13.63,8.14,18.9,6.96,332.89,529.36,463.87,1,17,6
-4.29,-6.67,38.66,37.95,7.28,-8.04,39.47,5.29,-23.91,-5.01,24.99,7.47,449.3,447.28,447.95,1,17,6
-3.09,-11.38,40.31,39.83,11.73,-6.32,42,-1.65,-35.55,-20.88,41.26,7.28,481.31,416.59,438.16,1,17,6
-4.5,-14.22,42.61,41.99,14.76,-7.54,45.15,-4.51,-47.22,-33.78,58.23,6.85,347.72,488.48,441.56,1,17,6
-3.03,-8.11,41.31,40.77,8.49,-6.91,42.21,-2.62,-67.5,-40.95,78.99,7.91,342.58,497.95,446.16,1,17,6
-1.67,-8.93,46.46,46.06,9.08,-6.1,47.34,-7.41,-59.44,-52.1,79.39,7.25,327.76,485.63,433.01,1,17,6
-1.16,-9.9,50.47,50.12,9.96,-5.96,51.44,7.79,-52.66,-54.83,76.42,6.57,327.65,484.51,432.22,1,17,6
0.3,-5.37,50.29,50.03,5.25,-5.23,50.58,6.77,-58.79,-54.01,80.12,6.59,330.27,477.14,428.18,1,17,6
3.7,-6.69,50,50.19,6.01,-1.66,50.58,-10,-70.52,-53.97,89.36,6.71,333.66,469.68,424.34,1,17,6
9.63,0.27,50.66,51.45,-1.81,2.96,51.57,-17.87,-75.14,-52.95,93.65,6.89,337.98,464.45,422.29,1,17,6
15.26,-0.1,46.38,47.91,-2.35,9.07,48.82,-11.1,-69.99,-48.48,85.86,8.33,335.24,440.69,405.54,1,17,6
13.43,-7.46,39.43,40.95,5.21,9.34,42.32,-12.32,-65.98,-57.01,88.06,9.43,333.15,442.19,405.84,1,17,6
10.67,-8.41,35.88,37.1,6.59,7.24,38.37,-12.7,-52.58,-46.69,71.45,9.99,336.64,450.48,412.54,1,17,6
12.65,-6.01,34.67,36.1,3.9,8.94,37.39,-15.44,-37.68,-36.03,54.37,9.27,346.3,463.54,424.46,1,17,6
16.59,-9.69,35.3,37.29,6.91,13.31,40.19,-8.25,-30.62,-35.96,47.95,8.39,349.88,483.68,439.08,1,17,6
