,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Index
12.88,1.97,51.3,52.81,-1.93,3.08,52.93,-16.35,27.91,-7.94,33.31,0.27,1489.63,1990.27,1823.39,0,4,0
12.6,1.8,51.13,52.58,-1.77,2.83,52.69,-16.08,18.5,-8.38,25.9,0.27,1376.2,2010.18,1798.85,0,4,0
12.53,1.7,51.12,52.56,-1.66,2.76,52.66,-13.37,2.24,0.09,13.55,0.29,1417.03,1942.48,1767.33,0,4,0
12.78,1.74,51.2,52.68,-1.7,3,52.79,-0.62,5.32,-2.34,5.85,0.22,1806.85,2519.1,2281.69,0,4,0
12.5,1.81,51.05,52.48,-1.77,2.75,52.58,9.17,0.1,-8.41,12.44,0.19,2021.55,2818.19,2552.65,0,4,0
12.48,2.2,51.14,52.57,-2.16,2.72,52.69,-5.74,-5.89,-4.89,9.57,0.24,1667.11,2361.17,2129.82,0,4,0
12.36,2.43,51.21,52.61,-2.39,2.59,52.73,-17.43,-4.2,-0.64,17.94,0.26,1462.92,2076.16,1871.74,0,4,0
12.57,3.56,51.08,52.54,-3.52,2.82,52.73,-6.42,0.92,-5.61,8.57,0.23,1717.82,2379.89,2159.2,0,4,0
12.35,3.74,51.21,52.62,-3.71,2.57,52.81,-12.87,-1.6,-6.41,14.47,0.28,1346.47,1974.91,1765.43,0,4,0
12.58,3.48,51.19,52.64,-3.44,2.81,52.83,-20.94,0.77,4.37,21.4,0.22,1648.63,2408.38,2155.13,0,4,0
13.68,1.28,32.78,34.87,6.36,2.55,35.54,27.89,-7.78,-6.09,29.58,0.25,2253.65,3003.6,2753.61,0,5,0
12.39,1.52,33.36,35.17,5.46,1.48,35.62,34.21,-11.74,-13.6,38.64,0.52,991.75,1271.79,1178.44,0,5,0
10.75,2.13,33.64,35.14,4.05,0.39,35.38,41.25,-11.79,-22.07,48.24,2.47,285.04,357.79,333.54,0,5,0
10.03,1.77,33.89,35.16,3.97,-0.44,35.38,38.99,-9.04,-22.43,45.88,3.5,7.63,22.11,17.28,0,5,0
10.94,1.48,33.37,34.83,4.71,0.28,35.15,34.46,-19.81,-17.97,43.62,2.14,794.68,955.72,902.04,0,5,0
12.29,1.17,32.97,34.72,5.7,1.33,35.2,30.14,-29.56,-6.71,42.75,0.13,2187.58,2705.54,2532.88,0,5,0
13.21,1.17,32.53,34.51,6.2,2.19,35.13,24.52,-8.27,10.84,28.05,0.24,2526.91,3324.75,3058.8,0,5,0
12.79,1.24,32.59,34.48,5.9,1.86,35.03,45.72,-3.39,-7.09,46.39,0.34,1810.2,2284.88,2126.66,0,5,0
11.69,0.97,33.09,34.66,5.54,0.7,35.1,36.2,-4.54,-14.35,39.21,1.09,714.5,898.03,836.86,0,5,0
10.67,1.77,33.51,34.94,4.31,0.18,35.21,28.15,-6.92,-14.4,32.37,0.9,847.65,1030.97,969.87,0,5,0
11.31,1.49,33.22,34.77,4.89,0.63,35.12,23.43,-10.95,-11.7,28.39,0.45,1333.71,1658.38,1550.16,0,5,0
11.88,1.39,33.1,34.78,5.29,1.07,35.2,22.37,-8.02,-8.26,25.16,0.42,1625.4,2090.4,1935.4,0,5,0
12.47,0.67,33.13,34.84,6.22,1.16,35.41,34.03,4.02,-6.5,34.88,0.31,2232.81,2795.37,2607.85,0,5,0
12.28,0.31,33.14,34.74,6.41,0.81,35.34,31.46,-22.89,-9.77,40.11,0.46,1484.4,1756.64,1665.89,0,5,0
11.83,1.13,33.37,34.99,5.48,0.82,35.43,19.26,-19.18,-10.12,29,0.48,1235.04,1516.82,1422.89,0,5,0
12.09,1.39,33.44,35.16,5.41,1.14,35.59,16.3,-20.7,-13.15,29.45,1.21,655.53,812.64,760.27,0,5,0
11.69,1.28,33.3,34.9,5.28,0.8,35.31,21.59,-27.84,-14.79,38.21,1.21,762.47,966.53,898.51,0,5,0
11.48,1.86,33.59,35.23,4.68,0.85,35.55,22.6,-33.08,-10.72,41.47,0.31,1795.99,2361.15,2172.76,0,5,0
12.1,0.48,33.63,35.2,6.18,0.62,35.74,15.06,-38.92,-4.46,41.97,0.29,2217.9,2956.53,2710.32,0,5,0
12.82,0.1,33.41,35.1,6.88,1.07,35.79,16.9,-26.85,-3.49,31.91,0.45,1482.44,1863.45,1736.45,0,5,0
13.08,0.65,33.27,35.11,6.56,1.6,35.75,22.22,-29.76,-12.97,39.34,0.86,794.66,982.99,920.22,0,5,2
12.18,1.73,33.64,35.42,5.18,1.33,35.82,17.56,-29.74,-11.56,36.42,0.8,843,1052,982.34,0,5,2
12,1.94,33.67,35.44,4.89,1.29,35.8,12.77,-30.7,-6.27,33.84,0.6,1089.83,1374.25,1279.44,0,5,2
12.06,2.47,33.67,35.53,4.48,1.61,35.85,14.83,-34.85,-7.43,38.6,0.62,1051.79,1336.3,1241.47,0,5,2
12.38,1.95,33.43,35.29,5.1,1.66,35.7,17.07,-32.08,-11.28,38.05,0.75,910.37,1125.63,1053.88,0,5,2
12.71,0.97,33.44,35.23,6.1,1.41,35.79,21.54,-26.54,-14.48,37.13,0.95,692.26,846.77,795.27,0,5,2
12.7,1.12,33.47,35.29,5.97,1.48,35.82,21.37,-28.05,-12.63,37.45,0.83,791.62,957.79,902.4,0,5,2
12.17,0.98,33.49,35.16,5.8,0.97,35.65,19.15,-28.29,-10.55,35.75,0.67,942.2,1180.88,1101.32,0,5,2
12.03,2.14,33.31,35.13,4.75,1.52,35.48,17.44,-27.35,-11.17,34.3,0.62,974.75,1240.58,1151.97,0,5,2
12.25,1.01,33.19,34.89,5.81,1.13,35.39,17.31,-25.12,-12.12,32.82,0.58,1091.72,1376.59,1281.63,0,5,2
12.82,0.05,32.82,34.53,6.93,1.2,35.24,19.05,-19.61,-8.99,28.78,0.41,1555.03,1983.73,1840.83,0,5,2
13.15,1.09,32.52,34.48,6.23,2.09,35.1,23.24,-19.34,-3.03,30.39,0.32,1951.25,2491.96,2311.72,0,5,2
12.75,1.16,32.77,34.63,5.96,1.73,35.18,17.52,-25.24,-8.28,31.82,0.4,1415.28,1788.82,1664.31,0,5,2
12.1,1.74,33.06,34.85,5.12,1.43,35.25,21.91,-23.51,-17.18,36.44,1.4,452.05,550.99,518.01,0,5,2
11.47,1.94,32.99,34.66,4.6,1.05,34.98,15.56,-26.38,-12.73,33.17,1.3,1149.59,1516.33,1394.08,0,5,2
12.39,1.2,32.8,34.58,5.73,1.46,35.08,2.61,-27.69,-3.56,28.04,0.12,2938.51,3838.51,3538.51,0,5,2
12.51,1,32.66,34.45,5.96,1.48,34.99,16.47,-11.7,-11.52,23.26,0.22,2962.59,3733.55,3476.56,0,5,2
12.59,1.66,32.66,34.56,5.45,1.9,35.04,31.9,-26.13,-11,42.68,0.3,2092.48,2699.71,2497.3,0,5,2
12.17,2.08,33.14,34.99,4.87,1.64,35.36,20.95,-26.23,-10.15,35.06,0.34,1757.65,2326.05,2136.58,0,5,2
12.02,2.1,33.22,35.03,4.78,1.52,35.39,11.08,-23.99,-19.34,32.74,0.33,1847.36,2399.47,2215.43,0,5,2
11.41,2.17,33.35,35.03,4.38,1.02,35.31,19.67,-22.51,-24.53,38.67,0.3,2111.33,2693.18,2499.23,0,5,2
10.83,2.22,33.62,35.15,4.03,0.5,35.39,28.11,-15.69,-15.67,35.8,0.25,2455.78,3184.95,2941.89,0,5,2
11.28,1.78,33.61,35.18,4.64,0.63,35.5,8.89,-5.53,-5.5,11.83,0.21,2817.92,3732.23,3427.46,0,5,2
12.43,0.73,33.43,35.13,6.15,1.07,35.68,-10.34,-17.91,-17.07,26.81,0.21,2845.49,3636.19,3372.62,0,5,2
11.78,0.83,33.91,35.45,5.71,0.46,35.91,-10.31,-19.81,-5.42,22.98,0.24,2382.83,3121.05,2874.98,0,5,2
11.04,1.16,34.22,35.62,5.04,-0.05,35.98,6.65,-19.42,-8.32,22.15,0.37,1629.26,2230.56,2030.13,0,5,2
10.51,1.78,34.33,35.7,4.23,-0.19,35.95,17.3,-24.42,-15.01,33.48,0.54,1049.47,1424.76,1299.66,0,5,2
10.78,1.99,34.45,35.91,4.19,0.11,36.15,9.99,-35.39,-14.98,39.71,0.54,1198.02,1527.81,1417.88,0,5,2
12.06,1.55,34.4,36.09,5.26,0.93,36.49,-2.56,-41.18,-20.11,45.9,0.28,2118.71,2728.77,2525.42,0,5,2
13.23,0.71,34.02,35.87,6.6,1.53,36.5,-3.04,-18.14,-22.58,29.13,0.23,2653.35,3260.92,3058.4,0,5,2
14.62,-0.07,33.55,35.63,8.01,2.38,36.59,6.68,-24.93,-16.34,30.55,0.12,2894.89,3756.6,3469.36,0,5,2
13.79,1.02,33.95,35.99,6.65,2.16,36.66,16.8,-28.13,-15.94,36.44,0.84,1377.32,1834.34,1682,0,5,2
11.94,2.58,34.65,36.46,4.33,1.3,36.74,26.58,-22.94,-21.65,41.25,2.45,43.26,56.78,52.27,0,5,2
11.11,2.63,35.04,36.64,3.84,0.54,36.85,30.31,-19.93,-22.18,42.52,2.77,400.37,499.94,466.75,0,5,2
14.3,1.8,33.73,36.01,6.28,3.05,36.68,23.23,-20.73,-13.51,33.94,0.35,1413.78,1774.18,1654.05,0,5,2
15.26,1,33.84,36.22,7.46,3.37,37.14,27.7,-13.75,-17.51,35.53,0.29,1534.3,1989.33,1837.66,0,5,2
14.03,2.74,34.13,36.48,5.34,3.21,37,24.69,-18.6,-18.05,35.79,1.63,575.93,745.69,689.1,0,5,2
13.1,3.75,34.31,36.58,3.98,2.93,36.92,20.18,-24.98,-17.9,36.77,2.22,108.91,142.8,131.51,0,5,2
13.38,2.43,34.02,36.17,5.25,2.55,36.64,27.81,-19.16,-17.94,38.24,1.33,867,1071.16,1003.11,0,5,2
13.85,1.49,33.72,35.85,6.29,2.52,36.49,33.4,-11.32,-16.77,39.05,0.23,1886.43,2350.09,2195.53,0,5,2
13.85,1.76,33.79,35.96,6.06,2.65,36.56,16.97,-17.76,-14.4,28.47,0.3,1916.11,2482.94,2294,0,5,2
14.42,2.12,33.71,36.07,6.07,3.31,36.72,20.98,-8.85,-15.35,27.46,0.29,2102.78,2710.48,2507.92,0,5,2
13.88,2.08,34.02,36.24,5.81,2.77,36.8,23.64,-12.29,-8.97,28.12,0.33,1924.14,2372.27,2222.89,0,5,2
13.41,1.92,33.99,36.07,5.7,2.32,36.59,19.24,-14.48,-14.14,27.93,0.22,1998.66,2409.17,2272.33,0,5,2
11.82,2.66,34.04,35.86,4.2,1.4,36.13,22.77,-12.95,-19.41,32.6,1,1126.06,1360.05,1282.05,0,5,2
12.34,2.55,33.72,35.65,4.58,1.85,35.99,28.54,-9.63,-19.25,35.75,1.57,804.85,995.37,931.86,0,5,2
13.22,2.34,33.27,35.4,5.23,2.58,35.88,15.8,-8.15,-22.52,28.69,0.15,3185.25,3907.85,3666.98,0,5,2
14.76,1.39,32.78,35.14,6.87,3.46,35.97,4.47,-20.73,-18.54,28.17,0.19,3069.94,3711.42,3497.59,0,5,2
13.52,2.11,33.25,35.41,5.59,2.71,35.95,14.75,-9.86,-19.71,26.52,0.18,2910.71,3634.13,3392.99,0,5,2
13.1,1.99,33.39,35.43,5.46,2.27,35.92,26.03,-6.72,-20.29,33.68,0.55,1531.41,1932.9,1799.07,0,5,2
12.38,2.49,33.39,35.34,4.65,1.95,35.7,30.01,-10,-20.85,37.89,1.49,325.19,397.15,373.16,0,5,2
12.51,2.91,33.24,35.29,4.37,2.32,35.63,31.1,-13.93,-20.16,39.6,1.75,480.37,618.16,572.23,0,5,2
12.66,3.53,33.35,35.52,3.93,2.73,35.85,33.62,-19.81,-16.25,42.27,0.51,1152.13,1494.01,1380.05,0,5,2
12.76,3.74,33.18,35.42,3.81,2.97,35.74,29.9,-13.2,-18.37,37.49,1.01,639.53,786.56,737.55,0,5,2
11.76,4.58,33.5,35.62,2.56,2.51,35.8,27.5,-12.82,-21.04,36.92,2.15,296.75,362.53,340.6,0,5,2
11.6,4.53,33.36,35.44,2.52,2.39,35.61,30.28,-11.87,-23.86,40.34,1.92,215.46,255.48,242.14,0,5,2
12.31,3.36,33.05,35.13,3.88,2.44,35.42,27.65,-13.43,-16.36,34.82,0.81,1363.16,1671.37,1568.63,0,5,2
13.02,3.09,32.79,35.01,4.5,2.95,35.42,21.91,-17.53,-9.52,29.63,0.28,2209.22,2744.63,2566.16,0,5,2
13.22,2.78,33.01,35.21,4.87,2.88,35.67,28.16,-18.13,-18.4,38.21,0.65,1024.26,1293.61,1203.82,0,5,2
13.34,2.56,32.97,35.17,5.12,2.88,35.66,41.8,-16.2,-6.45,45.29,0.28,2480.88,2993.08,2822.35,0,5,2
13.7,1.38,32.7,34.82,6.3,2.63,35.49,23.58,-14.59,-11.84,30.15,0.19,3272.66,4062.1,3798.95,0,5,2
13.5,2.26,32.72,34.92,5.45,2.91,35.46,18.51,-14.54,-14.91,27.86,0.21,3116.44,3909.35,3645.05,0,5,2
13.17,3.03,32.7,34.94,4.63,3.05,35.38,22.39,-13.66,-8.3,27.51,0.22,2860.12,3486.83,3277.93,0,5,2
13.42,2.7,32.75,35,5.05,3.08,35.5,28.11,-5.25,-4.1,28.89,0.21,3012.58,3576.07,3388.24,0,5,2
13.8,1.88,32.71,34.93,5.94,2.96,35.55,40.96,4.27,-11.81,42.84,0.21,3275.29,3984.84,3748.32,0,5,2
13.68,2.17,32.75,34.98,5.63,3,35.55,40.44,-22.41,-8.63,47.03,0.19,3320.23,4147.63,3871.83,0,5,2
12.93,2.87,32.85,35,4.64,2.74,35.42,29.54,-6.53,-10.28,31.95,0.2,3224.73,3981.21,3729.05,0,5,2
13.37,2.82,32.64,34.9,4.92,3.13,35.38,15.97,1.45,-1.95,16.15,0.19,3428.8,4179.46,3929.24,0,5,2
13.79,2.43,32.26,34.58,5.48,3.36,35.17,9.94,-0.31,-4.96,11.11,0.18,3564.29,4339.37,4081.01,0,5,2
13.58,2.35,32.36,34.61,5.43,3.13,35.18,16.78,4.25,-15.38,23.15,0.2,3251.58,3943.46,3712.84,0,5,2
13.05,2.66,32.48,34.65,4.88,2.83,35.11,27.81,12.36,-5.38,30.91,0.23,2847.87,3431.85,3237.19,0,5,2
13.22,2.66,32.22,34.44,4.97,3.03,34.93,19.17,1.58,6.5,20.3,0.18,3378.17,4246.7,3957.19,0,5,2
13.34,2.64,32.14,34.39,5.06,3.14,34.9,32.04,-10.42,-1.32,33.72,0.19,3321.84,4132.66,3862.39,0,5,2
13.17,2.61,32.08,34.29,4.99,3.01,34.78,19.1,9.39,-0.19,21.28,0.21,3061.13,3803.68,3556.16,0,5,2
12.76,2.76,32.05,34.18,4.64,2.76,34.6,9.64,12.77,-6.41,17.23,0.22,3022.76,3877.19,3592.38,0,5,2
12.8,2.88,32.12,34.27,4.56,2.84,34.69,18,-9.68,-15.52,25.66,0.2,3215.48,4157.2,3843.29,0,5,2
12.8,2.92,31.97,34.14,4.53,2.91,34.56,20.22,-12.58,-4.94,24.32,0.2,3312.34,4128.5,3856.45,0,5,2
12.91,2.8,31.95,34.12,4.69,2.93,34.57,25.92,-3.75,-7.89,27.36,0.2,3128.3,4089.62,3769.18,0,5,2
12.51,2.72,32.08,34.14,4.54,2.54,34.54,24.25,-0.55,-5.29,24.83,0.2,3028.77,3934.23,3632.41,0,5,2
12.62,2.53,31.87,33.94,4.75,2.58,34.37,26.87,7.27,2.46,27.95,0.2,3095.24,4065.34,3741.97,0,5,2
12.76,2.63,31.47,33.61,4.75,2.86,34.06,31.32,19.69,2.06,37.05,0.2,3137.9,4126.84,3797.19,0,5,2
12.81,2.89,31.48,33.67,4.56,3.04,34.11,30.76,18.65,0.93,35.99,0.21,3021.78,3962.68,3649.05,0,5,2
12.78,2.54,31.54,33.66,4.83,2.81,34.12,24.7,-3.81,11.1,27.35,0.21,2874.46,3860.18,3531.61,0,5,2
12.83,2.31,31.6,33.7,5.05,2.72,34.19,20.54,-7.37,-0.09,21.83,0.22,2983.44,3826.26,3545.32,0,5,2
12.79,2.38,31.56,33.66,4.98,2.73,34.13,19.88,-2.32,4.1,20.43,0.22,2775.98,3606.28,3329.52,0,5,2
12.86,2.69,31.49,33.65,4.75,2.97,34.12,17.31,-7.37,-5.16,19.51,0.22,2765.44,3610.74,3328.97,0,5,2
13.08,2.61,31.31,33.53,4.94,3.15,34.03,8.53,-12.25,-8.78,17.31,0.22,2834.52,3601.23,3345.66,0,5,4
12.99,2.5,31.48,33.65,4.99,2.97,34.15,6.7,-10.34,0.35,12.32,0.22,2826.22,3585.77,3332.58,0,5,4
12.89,2.28,31.78,33.88,5.11,2.69,34.37,21.82,-12.06,2.2,25.03,0.24,2698.87,3645.8,3330.15,0,5,4
13.02,2.34,31.67,33.81,5.13,2.86,34.32,22.47,-25.47,-3.75,34.17,0.27,2151.98,2942.53,2679.01,0,5,4
12.9,2.51,31.68,33.82,4.93,2.84,34.3,30.26,-23.81,3,38.62,0.26,2264.91,2968.65,2734.07,0,5,4
13.09,2.48,31.5,33.69,5.06,3.04,34.2,23.78,-18.38,9.1,31.4,0.25,2437.27,3278.04,2997.78,0,5,4
13.3,2.42,31.42,33.65,5.22,3.19,34.2,23.6,-11.95,4.97,26.92,0.27,2223.75,3035.11,2764.66,0,5,4
13.41,2.75,31.23,33.55,5,3.51,34.1,34.98,-14.65,-4.55,38.19,0.3,1932.52,2562.21,2352.31,0,5,4
13.18,3.21,31.11,33.44,4.5,3.6,33.94,35.08,-30.45,-4.54,46.67,0.3,2089.63,2758.27,2535.39,0,5,4
13.21,3.34,30.9,33.27,4.4,3.74,33.77,18.99,-25.81,12.87,34.53,0.26,2295.23,2997.66,2763.52,0,5,0
13.19,3.3,30.96,33.32,4.42,3.69,33.81,26.26,-13.35,5.53,29.98,0.28,2080.93,2768.97,2539.62,0,5,0
13.02,3.21,30.87,33.18,4.41,3.54,33.66,28.65,-12.3,-1.44,31.21,0.35,1737.19,2347.32,2143.94,0,5,0
12.81,3.47,30.53,32.84,4.08,3.6,33.29,35.62,-8.88,1.46,36.74,0.35,1775.38,2338.19,2150.59,0,5,0
12.82,3.92,30.38,32.77,3.71,3.88,33.21,35.5,-0.44,5.94,36,0.27,2209.35,2821.42,2617.4,0,5,0
13.03,4.07,30.32,32.78,3.7,4.15,33.25,14.74,-0.6,1.03,14.78,0.3,2273,2902.83,2692.89,0,5,0
12.93,4.03,30.36,32.79,3.67,4.03,33.24,32.69,-3.05,-9.51,34.18,0.66,994.67,1293.59,1193.95,0,5,0
13.07,3.91,30.37,32.82,3.85,4.08,33.3,32.71,-5.71,-11.02,34.99,0.6,1004.36,1342.6,1229.86,0,5,0
12.99,4.03,30.16,32.62,3.71,4.13,33.09,30.1,-9.74,-7.69,32.56,0.49,1257.68,1719,1565.23,0,5,0
12.79,4.31,30.14,32.59,3.36,4.14,33.02,36.19,-8.96,7.32,37.99,0.36,1859.06,2550.05,2319.72,0,5,0
13.12,4.35,30,32.54,3.51,4.46,33.03,41.55,-3.55,17.37,45.17,0.27,2279.21,3125.22,2843.22,0,5,0
12.81,4.33,30.15,32.61,3.35,4.15,33.05,32.68,-2.47,4.22,33.04,0.33,1862.36,2575.13,2337.54,0,5,0
13.06,4.3,30.21,32.72,3.52,4.32,33.2,24.8,-12.11,3.78,27.86,0.3,2139.85,2888.21,2638.76,0,5,0
12.91,4.21,30.15,32.61,3.52,4.17,33.07,48.13,-30.49,-4.52,57.16,0.25,2554.33,3481.6,3172.51,0,5,0
13.07,4.17,29.99,32.49,3.63,4.32,32.98,22.45,-20.64,13.98,33.55,0.21,3142.9,4154.62,3817.38,0,5,0
13.2,4.13,29.82,32.35,3.74,4.45,32.87,12.69,-11.44,17.19,24.24,0.22,3144.11,4058.58,3753.76,0,5,0
12.89,3.84,30.33,32.72,3.81,3.91,33.18,26.89,-16.26,4.52,31.75,0.24,2788.96,3653.77,3365.5,0,5,0
12.98,3.75,30.63,33.02,3.94,3.85,33.48,11.66,-17.77,13.59,25.22,0.22,2918.59,3907.84,3578.09,0,5,0
13.1,3.4,30.67,33.04,4.3,3.75,33.53,26.07,-23.2,10.4,36.42,0.23,2929.89,3700.69,3443.75,0,5,0
13.85,3.24,30.18,32.72,4.84,4.4,33.36,17.87,-11.88,1.47,21.51,0.24,2774.76,3663.52,3367.27,0,5,0
14.14,3.05,30,32.59,5.16,4.59,33.31,22.46,-18.75,8.86,30.57,0.22,2926.35,3925.74,3592.61,0,5,0
4.5,8.63,-4.81,-4.54,-9.47,2.76,10.86,-24.41,-42.03,-26.23,55.24,18.74,169.96,223.2,205.45,0,6,0
4.81,10.22,-4.13,-3.87,-11.08,2.61,12.03,-28.06,-32.2,-19.01,46.75,18.41,165.28,224.85,204.99,0,6,0
4.22,12.36,-4.04,-3.9,-13.02,1.52,13.67,-32.57,-26.21,-15.33,44.54,17.99,162.89,226.49,205.29,0,6,0
3.75,13.21,-3.78,-3.71,-13.72,0.83,14.24,-37.68,-28.29,-19.21,50.89,17.6,162.03,225.04,204.03,0,6,0
4.37,12.93,-4.81,-4.66,-13.61,1.61,14.47,-39.56,-33.1,-26.01,57.77,17.79,152.06,213.65,193.12,0,6,0
5.5,18.48,-7.32,-7.18,-19.26,1.62,20.62,-42.73,-31.16,-27.12,59.43,16.55,151.41,209.56,190.18,0,6,0
6.79,24.15,-6.28,-6.17,-25.08,1.39,25.86,-41.72,-29.82,-24.36,56.78,15.5,150.19,199.83,183.28,0,6,0
7.21,26.76,-4.77,-4.69,-27.71,1.01,28.12,-39.49,-31.22,-16.12,52.85,15.38,145.63,190.02,175.22,0,6,0
7.79,27.13,-3.91,-3.78,-28.21,1.39,28.49,-40.08,-34.21,-9.99,53.63,15.63,142.19,188.48,173.05,0,6,0
9.22,27.21,-7.68,-7.39,-28.63,3.15,29.74,-40.09,-40.14,-22.55,61.05,15.65,142.65,187.44,172.51,0,6,0
8.6,27.74,-9.25,-9.03,-28.99,2.59,30.48,-38.81,-45.84,-32.38,68.23,15.14,150.98,191.39,177.92,0,6,0
8.72,27.38,-8.92,-8.68,-28.68,2.75,30.09,-37.16,-48.57,-39.33,72.71,15.11,155.13,192.52,180.05,0,6,0
8.58,26.23,-8.39,-8.13,-27.53,2.85,28.85,-31.9,-48.34,-41.5,71.25,15.39,156.53,200.19,185.63,0,6,0
7.46,22.38,-7.27,-7.04,-23.52,2.57,24.68,-25.45,-43.25,-42.88,66.01,16.57,154.26,205.43,188.37,0,6,0
5.67,17.61,-4.34,-4.19,-18.46,1.69,19.01,-22.77,-33.56,-43.23,59.28,18.6,148.81,199.56,182.64,0,6,0
3.87,13.1,-1.59,-1.52,-13.65,0.75,13.75,-24.82,-25.21,-35.15,49.87,19.93,146.16,193.41,177.66,0,6,0
3.14,10.82,-0.67,-0.62,-11.26,0.5,11.29,-25.98,-25.21,-29.06,46.43,20.53,146.55,192.48,177.17,0,6,0
3.53,11.65,-1.6,-1.53,-12.16,0.77,12.28,-27.52,-24.55,-22.84,43.38,20.39,145.58,192.43,176.81,0,6,0
3.87,14.13,-1.74,-1.7,-14.65,0.51,14.76,-28.93,-25.11,-19.02,42.77,19.57,145.49,199.34,181.39,0,6,0
4.67,17.55,-1.84,-1.8,-18.16,0.47,18.25,-29.22,-29.18,-19.01,45.46,18.6,146.17,205.54,185.75,0,6,0
5.95,17.98,-3.39,-3.22,-18.89,1.77,19.24,-29.36,-33.95,-19.1,48.78,18.06,145.25,203.97,184.39,0,6,3
6.14,18.54,-3.89,-3.71,-19.48,1.87,19.92,-31.53,-34.08,-13.77,48.42,18.03,142.42,201.78,181.99,0,6,3
6.44,18.8,-4.44,-4.24,-19.8,2.16,20.36,-30.37,-36.08,-11.91,48.64,18.17,144.7,198.88,180.82,0,6,3
7.7,19.57,-3.6,-3.29,-20.85,3.1,21.33,-28.46,-37.81,-9.16,48.2,17.85,144.56,202.19,182.98,0,6,3
8.43,20.46,-3,-2.64,-21.9,3.53,22.34,-27.15,-37.51,-7.36,46.89,17.61,143.89,203.45,183.6,0,6,3
8.58,20.74,-1.73,-1.37,-22.2,3.46,22.51,-26.82,-37.82,-7.96,47.04,17.29,145.21,204.01,184.41,0,6,3
8.46,20.98,-3.05,-2.69,-22.41,3.44,22.83,-27.3,-39.19,-10.58,48.92,16.67,148.75,208.16,188.36,0,6,3
8.41,21.11,-3.95,-3.6,-22.52,3.45,23.07,-28.06,-37.17,-13.31,48.44,16.29,152.77,212.92,192.87,0,6,3
8.28,21,-4.94,-4.59,-22.38,3.46,23.11,-27.61,-36.54,-12.01,47.34,16.08,155.72,217.86,197.15,0,6,3
8.3,21.65,-6.73,-6.39,-23.02,3.51,24.15,-26.82,-35.71,-10.28,45.83,15.88,157.92,221.94,200.6,0,6,3
8.95,23.16,-6.36,-6,-24.64,3.73,25.63,-26.19,-33.7,-8.21,43.47,15.76,160.94,226.18,204.43,0,6,3
9.07,24.49,-4.93,-4.6,-25.96,3.38,26.58,-25.9,-33.5,-8.33,43.16,15.7,161.93,227.86,205.88,0,6,3
8.76,25.29,-5.61,-5.33,-26.66,2.97,27.35,-26.63,-36.51,-12.21,46.81,15.6,160.74,226.12,204.33,0,6,3
8.61,26.46,-5.62,-5.38,-27.75,2.54,28.38,-29.2,-39.36,-17.42,52.01,15.43,162.32,224.46,203.74,0,6,3
7.99,27.68,-5.73,-5.58,-28.79,1.66,29.37,-31.36,-43.89,-22.95,58.62,15.47,158.41,216.49,197.13,0,6,3
7.44,28.29,-4.46,-4.4,-29.25,0.85,29.59,-31.6,-45.41,-27.23,61.66,15.63,156.37,206.06,189.5,0,6,3
6.99,28.65,-5.39,-5.38,-29.49,0.42,29.98,-31.86,-44.55,-30.99,62.92,15.59,155.22,198.67,184.19,0,6,3
6.39,27.47,-5.77,-5.78,-28.2,0.17,28.79,-31.93,-43.7,-34.25,64.05,15.67,155.18,196.78,182.92,0,6,3
5.82,24.99,-7.43,-7.43,-25.66,0.39,26.72,-31.25,-43.36,-37.93,65.54,16.31,155.39,197.31,183.34,0,6,3
5.44,23.12,-6.99,-6.99,-23.74,0.43,24.75,-30.73,-41,-43.95,67.51,17.37,151.61,194.24,180.03,0,6,3
5.91,21.86,-5.45,-5.37,-22.64,1.03,23.29,-27.85,-35.52,-48.17,66.01,18.17,143.78,188.67,173.7,0,6,3
5.76,19.35,-1.29,-1.19,-20.17,1.04,20.23,-27.22,-28.83,-46.46,61.08,18.86,136.09,184.07,168.08,0,6,3
5.95,18.14,-0.94,-0.79,-19.04,1.47,19.12,-26.58,-25.64,-40.19,54.58,19.07,134.97,182.18,166.44,0,6,3
5.18,17.85,-1.6,-1.51,-18.57,0.87,18.65,-26.5,-24.86,-33.6,49.49,19.07,137.16,182.39,167.31,0,6,3
4.73,17.44,-1.96,-1.91,-18.07,0.58,18.18,-27.87,-24.49,-28.7,46.91,19.14,137.1,182.51,167.37,0,6,3
4.84,17.06,-2.98,-2.9,-17.73,0.88,17.98,-28.61,-26.43,-23.76,45.62,19.01,136.54,181.96,166.82,0,6,3
5.24,16.72,-4.25,-4.11,-17.5,1.49,18.03,-29.54,-28.47,-20.78,45.98,19,141.41,189.06,173.18,0,6,3
5.71,16.45,-3.93,-3.74,-17.34,1.97,17.85,-27.31,-32.15,-22.03,47.59,19.27,143.8,193.68,177.05,0,6,3
6.25,14.46,-4.23,-3.93,-15.54,3.01,16.31,-22.63,-34.92,-23.44,47.76,19.45,144.83,195.16,178.38,0,6,3
5.31,12.38,-3.55,-3.3,-13.3,2.53,13.93,-19.04,-35.11,-24.34,46.77,19.67,145.88,196.15,179.4,0,6,3
4.79,10.97,-1.85,-1.62,-11.81,2.18,12.11,-18.54,-33.2,-24.76,45.38,20.11,147.79,198.96,181.9,0,6,3
3.89,10.03,-1.31,-1.16,-10.68,1.49,10.84,-19.58,-30.9,-22.5,42.95,20.43,151.71,203.49,186.23,0,6,3
